slug,name,industry,subtype,parent,batch,folder,table_count,row_count,tables
"be-balanced-spa-8A970k","","","","","1","batch-01","24","271","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care search_index v_industry_facts_slugs"
"beach-and-lake-rentals","","","","","1","batch-01","6","19","entity_completeness_v entity_modules entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"beach-babe-hair-KTfBsQ","","","","","1","batch-01","26","163","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care personal_care_services search_index service_menu v_industry_facts_slugs"
"beach-bazaar-office","","","","","1","batch-01","20","113","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail legacy_photo_migration_queue search_index v_industry_facts_slugs"
"beach-bike-rentals","","","","","1","batch-01","27","121","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sections entity_sources entity_tags entity_theme industry_rental search_index v_industry_facts_slugs"
"beach-blonde-hair-studio-vNzSGw","","","","","1","batch-01","27","173","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_personal_care personal_care_services search_index service_menu v_industry_facts_slugs"
"beach-books-and-movies","","","","","1","batch-01","15","72","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"beach-bucket-list","","","","","1","batch-01","21","136","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_tour_operator search_index v_industry_facts_slugs"
"beach-bum-outdoors","","","","","1","batch-01","21","149","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_conflicts entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme legacy_photo_migration_queue search_index"
"beach-bum-outdoors-llc","","","","","1","batch-01","8","8","entity_completeness_v entity_conflicts entity_sources entity_tags entity_theme industry_charter_fishing search_index v_industry_facts_slugs"
"beach-bum-services","","","","","1","batch-01","22","164","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_offer entity_photos entity_reviews entity_sources entity_tags entity_theme legacy_photo_migration_queue offering_prices offerings search_index"
"beach-bums-coffee-deli","","","","","1","batch-01","21","200","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"beach-buzz-FBSglg","","","","","1","batch-01","23","220","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_event_planner_index_full ai_photo_index_full ai_unified_search_items_full entity_address_areas entity_attributes entity_completeness_v entity_events entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"beach-castle","","","","","1","batch-01","6","19","entity_completeness_v entity_modules entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"beach-club-aesthetics-pensacola","","","","","1","batch-01","4","4","entity_completeness_v entity_theme recovery_import_log search_index"
"beach-club-b509","","","","","1","batch-01","20","69","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_hotel legacy_photo_migration_queue search_index v_industry_facts_slugs"
"beach-club-resort","","","","","1","batch-01","14","129","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_completeness_v entity_hours entity_modules entity_photos entity_sources entity_tags entity_theme industry_hotel search_index v_industry_facts_slugs"
"beach-colony-east","","","","","1","batch-01","8","22","entity_amenities entity_completeness_v entity_sources entity_tags entity_theme industry_condo search_index v_industry_facts_slugs"
"beach-colony-resort-IrW5QM","","","","","1","batch-01","19","150","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_hotel search_index v_industry_facts_slugs"
"beach-cottage-in-orange-beach-beautiful-views-and-great-location","","","","","1","batch-01","19","70","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full bookable_resources bookable_resources_json_backup entity_address_areas entity_completeness_v entity_google_maps_links entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_tags entity_theme industry_hotel search_index v_industry_facts_slugs"
"beach-cottage-west-qfQl1k","","","","","1","batch-01","16","76","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_reviews entity_tags entity_theme industry_hotel search_index v_industry_facts_slugs"
"beach-cow-creamery-gulf-shores","","","","","1","batch-01","21","158","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_cafe_dessert industry_food_beverage legacy_photo_migration_queue search_index v_industry_facts_slugs"
"beach-dogz","","","","","1","batch-01","1","1","artist_profiles"
"beach-dogz-w-darth-vato","","","","","1","batch-01","1","1","artist_profiles"
"beach-dream-inc","","","","","1","batch-01","14","66","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_attributes entity_completeness_v entity_google_maps_links entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"beach-dream-weddings","","","","","1","batch-01","23","98","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sources entity_tags entity_theme search_index"
"beach-estate-8Rs_K8","","","","","1","batch-01","16","110","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_photos entity_reviews entity_tags entity_theme industry_outdoor_recreation search_index v_industry_facts_slugs"
